movie_id,movie_title,release_date,poster_url,unknown,action,adventure,animation,childrens,comedy,crime,documentary,drama,fantasy,film_noir,horror,musical,mystery,romance,sci_fi,thriller,war,western,imdb_url_new
11,Seven (Se7en) (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BY2IzNzMxZjctZjUxZi00YzAxLTk3ZjMtODFjODdhMDU5NDM1XkEyXkFqcGc@..jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0114369/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_seven
12,"Usual Suspects, The (1995)",14-Aug-1995,https://m.media-amazon.com/images/M/MV5BOTE5MDUxZDUtZWZmZC00NDVmLWFhOGQtNWI2YTc4NzY3MGQ0XkEyXkFqcGc@..jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0114814/?ref_=fn_ttl_ttl_1
13,Mighty Aphrodite (1995),30-Oct-1995,https://m.media-amazon.com/images/M/MV5BNGY4MWQ2Y2QtMzliZC00NTc3LWJmMGYtMzUxYWI0YTFhYTY4XkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0113819/?ref_=fn_ttl_ttl_1
14,"Postino, Il (1994)",01-Jan-1994,https://m.media-amazon.com/images/M/MV5BMTE1OTJkMmEtZDBmNC00ZTBiLWEwYTQtODEzNGU2OTAxZmU5XkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,https://www.imdb.com/title/tt0110877/?ref_=fn_ttl_ttl_1
15,Mr. Holland's Opus (1995),29-Jan-1996,https://m.media-amazon.com/images/M/MV5BZGJkOTFkYjEtNzg5Zi00NWIyLTkyN2QtMDExNjk1NTg1NTQ1XkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0113862/?ref_=fn_ttl_ttl_1
16,French Twist (Gazon maudit) (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BMTY2ZDdlY2YtYzdkNi00MzcxLTgxYjMtMmQ1ZjMyNTBmYTU0XkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.imdb.com/title/tt0113149/
17,From Dusk Till Dawn (1996),05-Feb-1996,https://m.media-amazon.com/images/M/MV5BZGNjMWMwNWEtYTQ2YS00N2E5LTg5ZWYtMDgzM2UxMTE1ZTE4XkEyXkFqcGc@..jpg,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0116367/?ref_=fn_ttl_ttl_1
18,"White Balloon, The (1995)",01-Jan-1995,https://m.media-amazon.com/images/M/MV5BM2E0OGRkOGQtMzhiOC00NDUxLThjMzYtNTM4ZTNhYWU1NmQ1XkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0112445/?ref_=fn_ttl_ttl_1
19,Antonia's Line (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BYzAxYmM1YzQtNDhmOS00N2UxLTljNTctOGE0ZDI3NWIxMTYwXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0112379/?ref_=fn_ttl_ttl_1
20,Angels and Insects (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BZjZkYTk4ZjEtMWRmNi00MzM5LThlNTItZThhNzFlMzc1NDIwXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,https://www.imdb.com/title/tt0112365/?ref_=fn_ttl_ttl_1
21,Muppet Treasure Island (1996),16-Feb-1996,https://m.media-amazon.com/images/M/MV5BZmE3MmM4NTYtM2JhYS00ZjIwLWExOTItOTI3YjI4ZDQ2NjBhXkEyXkFqcGc@..jpg,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0117110/?ref_=fn_ttl_ttl_1
22,Braveheart (1995),16-Feb-1996,https://m.media-amazon.com/images/M/MV5BNGMxZDBhNGQtYTZlNi00N2UzLWI4NDEtNmUzNWM2NTdmZDA0XkEyXkFqcGc@..jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,https://www.imdb.com/title/tt0112573/?ref_=fn_ttl_ttl_1
23,Taxi Driver (1976),16-Feb-1996,https://m.media-amazon.com/images/M/MV5BZDNhMGYwM2UtMTdlZS00MGQ1LWI2YzAtODY5YWI1MjYyNzRmXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0075314/?ref_=fn_ttl_ttl_1
24,Rumble in the Bronx (1995),23-Feb-1996,https://m.media-amazon.com/images/M/MV5BNWUxMDcyZTMtYzJjMi00Y2Q1LWE3NWMtNTRiNGQxZTljYjE2XkEyXkFqcGc@..jpg,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0113326/?ref_=fn_ttl_ttl_1
25,"Birdcage, The (1996)",08-Mar-1996,https://m.media-amazon.com/images/M/MV5BMTM2NjExODYyOF5BMl5BanBnXkFtZTcwNTc0NjgyNA@@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0115685/?ref_=fn_ttl_ttl_1
26,"Brothers McMullen, The (1995)",01-Jan-1995,https://m.media-amazon.com/images/M/MV5BZDQ3MmE1NWItMGIzNi00NWZjLTgzZDMtYmY5YjdhNDQ0NjcxXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0112585/?ref_=fn_ttl_ttl_1
27,Bad Boys (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BMWNjZWEwNDMtMWE1ZC00MTgwLTk2YzAtYmE0NTkwOWVhMDI0XkEyXkFqcGc@..jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0112442/?ref_=fn_ttl_ttl_1
28,Apollo 13 (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BMGZmNGY1OTAtNjFkYS00MjcyLWFlZjUtYzEyMDllZGZhMzM3XkEyXkFqcGc@..jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0112384/?ref_=fn_ttl_ttl_1
29,Batman Forever (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BMTUyNjJhZWItMTZkNS00NDc4LTllNjUtYTg3NjczMzA5ZTViXkEyXkFqcGc@..jpg,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0112462/?ref_=fn_ttl_ttl_1
30,Belle de jour (1967),01-Jan-1967,https://m.media-amazon.com/images/M/MV5BMDhiYmZmNjEtZjE1NC00YmIxLTgyMDEtODVkYTkyNzZkNzk0XkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0061395/?ref_=fn_ttl_ttl_1
31,Crimson Tide (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BNTNhZDk2NmQtNDc3ZC00Nzk3LWFmNTctYTc0OWMyNGM0ZWYyXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,https://www.imdb.com/title/tt0112740/?ref_=fn_ttl_ttl_1
32,Crumb (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BZDQ2NjNkZTktNTg4MC00ZTBkLTlkMDItYzIyODA4M2MzMzdjXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0109508/?ref_=fn_ttl_ttl_1
33,Desperado (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BN2IzOThmNTMtODE4My00NTI1LThkOWMtNTA4MTc4NWI1NTNlXkEyXkFqcGc@..jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,https://www.imdb.com/title/tt0112851/?ref_=fn_ttl_ttl_1
34,"Doom Generation, The (1995)",01-Jan-1995,https://m.media-amazon.com/images/M/MV5BYjQ2MmE3NzctZjYzZS00ZGVjLWEyODUtYjM3MTAwYTQ2YmU4XkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0112887/?ref_=fn_ttl_ttl_1
35,Free Willy 2: The Adventure Home (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BMmVjZjMxMmUtYWQ4Mi00YzAzLThkMmQtZjNmMGQyNDVkNzk2XkEyXkFqcGc@..jpg,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0113114/?ref_=fn_ttl_ttl_1
36,Mad Love (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BZjVlZGY3ZTItYjZkMS00N2U4LTk1ZWMtNTFjYTdiYmFmZWRmXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,https://www.imdb.com/title/tt0113729/?ref_=fn_ttl_ttl_1
37,Nadja (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BOWI2OWNjYzMtZTgxMC00ZWZhLTlhODAtMzE0ODY5Njc0MTAwXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0110620/?ref_=fn_ttl_ttl_1
38,"Net, The (1995)",01-Jan-1995,https://m.media-amazon.com/images/M/MV5BMDNhMjgxODUtMWRjOS00N2JlLWEyYWEtOWJhNWQ1MTdmYTllXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,https://www.imdb.com/title/tt0113957/?ref_=fn_ttl_ttl_1
39,Strange Days (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BNzk1NGY4ZGUtYzllYy00ODM0LTljNmItYTY5NGI4YWQxNTQxXkEyXkFqcGc@..jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,https://www.imdb.com/title/tt0114558/?ref_=fn_ttl_ttl_1
40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",01-Jan-1995,https://m.media-amazon.com/images/M/MV5BZWZjMmVhNzAtYTBmMi00YTUyLTkzMmItZGVhY2RiMmNhN2ZkXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0114682/?ref_=fn_ttl_ttl_1
41,Billy Madison (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BY2Y2ODczY2YtZTQ4NS00NWQxLTlhZWMtZWY4M2IyMmJhZGI1XkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0112508/?ref_=fn_ttl_ttl_1
42,Clerks (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BYzcwZTU5NzMtMGIxYi00NjRhLThkYTItNjhlYWQ0MjdhYWFmXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0109445/?ref_=fn_ttl_ttl_1
43,Disclosure (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BYmRlNTA4NGQtOTFlYy00NDk5LWEzOWYtNjMyMjI3NDdlNjRmXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0109635/?ref_=fn_ttl_ttl_1
44,Dolores Claiborne (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BYzYxMGVlMTktNWMyNS00YmQwLThmMzAtYmI0NGJkMGI4YzlkXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0109642/?ref_=fn_ttl_ttl_1
45,Eat Drink Man Woman (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BYmZjMDNiOTgtYjBjMi00OWU0LThkYTAtNjgyOTliNTgzN2M3XkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0111797/?ref_=fn_ttl_ttl_1
46,Exotica (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BNmIwZWQxMWUtMDllZi00ZmY5LTkwY2ItNjRkNThhNWZiZjgzXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0109759/?ref_=fn_ttl_ttl_1
47,Ed Wood (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BOWU4NzlkZGEtODNmYi00YTVhLWJhYjAtZjBkN2Q1Y2U5NjE4XkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0109707/?ref_=fn_ttl_ttl_1
48,Hoop Dreams (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BOGQ0NDdmZjUtYWY5OC00MDQzLThjNTgtZjc5ZTVmNGNhMmI2XkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0110057/?ref_=fn_ttl_ttl_1
49,I.Q. (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BMDkyZmFiNmQtNWY1YS00N2MxLWJkMDItNWI5ODIxNWY1M2FiXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.imdb.com/title/tt0110099/?ref_=fn_ttl_ttl_1
50,Star Wars (1977),01-Jan-1977,https://m.media-amazon.com/images/M/MV5BOGUwMDk0Y2MtNjBlNi00NmRiLTk2MWYtMGMyMDlhYmI4ZDBjXkEyXkFqcGc@..jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,https://www.imdb.com/title/tt0076759/?ref_=fn_ttl_ttl_1
51,Legends of the Fall (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BMzFlMjE3NjYtYjIwMC00YTVhLWJlOWMtZjM1NDdmMTk1OGRlXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,https://www.imdb.com/title/tt0110322/?ref_=fn_ttl_ttl_1
52,"Madness of King George, The (1994)",01-Jan-1994,https://m.media-amazon.com/images/M/MV5BOWYyMDcyZDUtMzQ0ZC00ZDllLWI1MTMtZjM0M2I5N2JhNDgzXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0110428/?ref_=fn_ttl_ttl_1
53,Natural Born Killers (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BNTlmYjkxNzYtYWMwMC00NTNhLWExZjEtNmUwMzlmYWJhOGFjXkEyXkFqcGc@..jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0110632/?ref_=fn_ttl_ttl_1
54,Outbreak (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BNGYxY2Q0YzUtMmE3OS00ZmQ5LWFiOGUtZDZmNTJlM2YyZjJmXkEyXkFqcGc@..jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0114069/?ref_=fn_ttl_ttl_1
55,"Professional, The (1994)",01-Jan-1994,https://m.media-amazon.com/images/M/MV5BNGRkYTNhOWQtYmI0Ni00MjZhLWJmMzAtMTA2Mjg4NGNiNDU0XkEyXkFqcGc@..jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,https://www.imdb.com/title/tt0110413/?ref_=fn_ttl_ttl_1
56,Pulp Fiction (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BYTViYTE3ZGQtNDBlMC00ZTAyLTkyODMtZGRiZDg0MjA2YThkXkEyXkFqcGc@..jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0110912/?ref_=fn_ttl_ttl_1
57,Priest (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BM2FlZTliMTctNjg5ZC00ZGY0LThkMjItNGMyY2MzNTkyOGYxXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0110889/?ref_=fn_ttl_ttl_1
58,Quiz Show (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BYzYyMjAzN2YtYTJiNC00MDhhLWE0MmUtZTE0ZmUxODU3MzkyXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0110932/?ref_=fn_ttl_ttl_1
59,Three Colors: Red (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BMTQ0YTQyYzItNGEzMi00NmI4LWJkOTMtOWMyMjAwMWEzYTZhXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0111495/?ref_=fn_ttl_ttl_1
60,Three Colors: Blue (1993),01-Jan-1993,https://m.media-amazon.com/images/M/MV5BNWMxNWE2NGYtMzYwOS00NmJhLTgwNjAtNGM3ODIwNjU5MTZiXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0108394/?ref_=fn_ttl_ttl_1
61,Three Colors: White (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BMWUyMWJiYTEtNmIzYi00OTYxLTlkYjEtMGFjMjY3NDc5Mjk0XkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0111507/?ref_=fn_ttl_ttl_1
62,Stargate (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BNGRmZmNhMTctZTBiMy00ZmJhLWE3MmMtMDNmZWRkZjczMGVkXkEyXkFqcGc@..jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://www.imdb.com/title/tt0111282/?ref_=fn_ttl_ttl_1
63,"Santa Clause, The (1994)",01-Jan-1994,https://m.media-amazon.com/images/M/MV5BNTYwZWUxNmUtNzdmMS00MDBiLWFhN2EtNjBmYjM1ZWFiNDUzXkEyXkFqcGc@..jpg,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0111070/?ref_=fn_ttl_ttl_1
64,"Shawshank Redemption, The (1994)",01-Jan-1994,https://m.media-amazon.com/images/M/MV5BMDAyY2FhYjctNDc5OS00MDNlLThiMGUtY2UxYWVkNGY2ZjljXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0111161/?ref_=fn_ttl_ttl_1
65,What's Eating Gilbert Grape (1993),01-Jan-1993,https://m.media-amazon.com/images/M/MV5BNWM5NWI1OTQtMTJiOS00ZDMxLWE1ODQtZjQ4MDc4OGE4ZjQyXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0108550/?ref_=fn_ttl_ttl_1
66,While You Were Sleeping (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BZTJmOWIzY2YtYmE2ZC00NDRiLWIzYmMtNTkyNmNlMTA0N2NkXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.imdb.com/title/tt0114924/?ref_=fn_ttl_ttl_1
67,Ace Ventura: Pet Detective (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BOWU1M2Q5MDgtOTkxZS00NjdmLWFlNWEtOGEyOTNlNGYyYTZlXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0109040/?ref_=fn_ttl_ttl_1
68,"Crow, The (1994)",01-Jan-1994,https://m.media-amazon.com/images/M/MV5BOTBiNzhkZTItZWUwZS00YTJkLTg0YTEtN2I0ZDI5ODI2MWFjXkEyXkFqcGc@..jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,https://www.imdb.com/title/tt0109506/?ref_=fn_ttl_ttl_1
69,Forrest Gump (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BNDYwNzVjMTItZmU5YS00YjQ5LTljYjgtMjY2NDVmYWMyNWFmXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,https://www.imdb.com/title/tt0109830/?ref_=fn_ttl_ttl_1
70,Four Weddings and a Funeral (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BMTMyNzg2NzgxNV5BMl5BanBnXkFtZTcwMTcxNzczNA@@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.imdb.com/title/tt0109831/?ref_=fn_ttl_ttl_1
71,"Lion King, The (1994)",01-Jan-1994,https://m.media-amazon.com/images/M/MV5BZGRiZDZhZjItM2M3ZC00Y2IyLTk3Y2MtMWY5YjliNDFkZTJlXkEyXkFqcGc@..jpg,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0110357/?ref_=fn_ttl_ttl_1
72,"Mask, The (1994)",01-Jan-1994,https://m.media-amazon.com/images/M/MV5BNGNmNjI0ZmMtMzI5MC00ZjUyLWFlZDEtYjUyMGZlN2E3N2E2XkEyXkFqcGc@..jpg,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0110475/?ref_=fn_ttl_ttl_1
73,Maverick (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BMjk5MzdhYWMtOWU3Yi00MTE5LWEyYTEtOGU5NWM0NWNmZDE1XkEyXkFqcGc@..jpg,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.imdb.com/title/tt0110478/?ref_=fn_ttl_ttl_1
74,Faster Pussycat! Kill! Kill! (1965),01-Jan-1965,https://m.media-amazon.com/images/M/MV5BMGUzNGU0NjAtNTcyMi00ZWNlLWJkZGYtNDdkN2I3ZTIyMGUzXkEyXkFqcGc@..jpg,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0059170/?ref_=fn_ttl_ttl_1
75,Brother Minister: The Assassination of Malcolm X (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BNDA2MTYyNDE4NV5BMl5BanBnXkFtZTcwOTY5ODA3NA@@..jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0109339/?ref_=fn_ttl_ttl_1
76,Carlito's Way (1993),01-Jan-1993,https://m.media-amazon.com/images/M/MV5BZjMxOTgzNzMtZmZlNC00YTMyLThhZDEtZjc2MTY4ZDgxNjcwXkEyXkFqcGc@..jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0106519/?ref_=fn_ttl_ttl_1
